ConcessionariaRodoviakm,Concessionaria,kmmt,Rodovia,Longitude,Latitude
Litoral Sul.BR101.210.6,Litoral Sul,210.6,BR101,-48.6495314,-27.62018763
Litoral Sul.BR101.210.7,Litoral Sul,210.7,BR101,-48.65013881,-27.62079053
Litoral Sul.BR101.210.8,Litoral Sul,210.8,BR101,-48.65079308,-27.62143993
Litoral Sul.BR101.210.9,Litoral Sul,210.9,BR101,-48.65162754,-27.6222682
Litoral Sul.BR101.211.0,Litoral Sul,211,BR101,-48.6521282,-27.62276514
Litoral Sul.BR101.211.1,Litoral Sul,211.1,BR101,-48.65281153,-27.62344812
Litoral Sul.BR101.211.2,Litoral Sul,211.2,BR101,-48.65345131,-27.62409178
Litoral Sul.BR101.211.3,Litoral Sul,211.3,BR101,-48.65415046,-27.62479517
Litoral Sul.BR101.211.4,Litoral Sul,211.4,BR101,-48.65477051,-27.62541899
Litoral Sul.BR101.211.5,Litoral Sul,211.5,BR101,-48.65544319,-27.62609576
Litoral Sul.BR101.211.6,Litoral Sul,211.6,BR101,-48.65608961,-27.6267461
Litoral Sul.BR101.211.7,Litoral Sul,211.7,BR101,-48.65676894,-27.62742956
Litoral Sul.BR101.211.8,Litoral Sul,211.8,BR101,-48.65740871,-27.62807322
Litoral Sul.BR101.211.9,Litoral Sul,211.9,BR101,-48.65812105,-27.62878988
Litoral Sul.BR101.212.0,Litoral Sul,212,BR101,-48.65872782,-27.62940033
Litoral Sul.BR101.212.1,Litoral Sul,212.1,BR101,-48.65938268,-27.63010221
Litoral Sul.BR101.212.2,Litoral Sul,212.2,BR101,-48.66002674,-27.63083545
Litoral Sul.BR101.212.3,Litoral Sul,212.3,BR101,-48.66056858,-27.63145231
Litoral Sul.BR101.212.4,Litoral Sul,212.4,BR101,-48.66118251,-27.63215126
Litoral Sul.BR101.212.5,Litoral Sul,212.5,BR101,-48.66190493,-27.6329737
Litoral Sul.BR101.212.6,Litoral Sul,212.6,BR101,-48.66241057,-27.63354936
Litoral Sul.BR101.212.7,Litoral Sul,212.7,BR101,-48.66300044,-27.63422091
Litoral Sul.BR101.212.8,Litoral Sul,212.8,BR101,-48.66363854,-27.63494735
Litoral Sul.BR101.212.9,Litoral Sul,212.9,BR101,-48.66419837,-27.63558471
Litoral Sul.BR101.213.0,Litoral Sul,213,BR101,-48.66477621,-27.63624256
Litoral Sul.BR101.213.1,Litoral Sul,213.1,BR101,-48.66537446,-27.63700197
Litoral Sul.BR101.213.2,Litoral Sul,213.2,BR101,-48.66590287,-27.63774276
Litoral Sul.BR101.213.3,Litoral Sul,213.3,BR101,-48.66646436,-27.63852994
Litoral Sul.BR101.213.4,Litoral Sul,213.4,BR101,-48.66704787,-27.63934798
Litoral Sul.BR101.213.5,Litoral Sul,213.5,BR101,-48.66755981,-27.64006569
Litoral Sul.BR101.213.6,Litoral Sul,213.6,BR101,-48.66810476,-27.64082968
Litoral Sul.BR101.213.7,Litoral Sul,213.7,BR101,-48.66866617,-27.64161675
Litoral Sul.BR101.213.8,Litoral Sul,213.8,BR101,-48.66920567,-27.64237309
Litoral Sul.BR101.213.9,Litoral Sul,213.9,BR101,-48.66982218,-27.6432374
Litoral Sul.BR101.214.0,Litoral Sul,214,BR101,-48.67037813,-27.64401681
Litoral Sul.BR101.214.1,Litoral Sul,214.1,BR101,-48.67088196,-27.64470118
Litoral Sul.BR101.214.2,Litoral Sul,214.2,BR101,-48.67141549,-27.64541011
Litoral Sul.BR101.214.3,Litoral Sul,214.3,BR101,-48.67200465,-27.64619297
Litoral Sul.BR101.214.4,Litoral Sul,214.4,BR101,-48.67253267,-27.64689458
Litoral Sul.BR101.214.5,Litoral Sul,214.5,BR101,-48.67310513,-27.64765523
Litoral Sul.BR101.214.6,Litoral Sul,214.6,BR101,-48.67339193,-27.64854729
Litoral Sul.BR101.214.7,Litoral Sul,214.7,BR101,-48.67422791,-27.64914714
Litoral Sul.BR101.214.8,Litoral Sul,214.8,BR101,-48.67486151,-27.64998905
Litoral Sul.BR101.214.9,Litoral Sul,214.9,BR101,-48.67542286,-27.65073494
Litoral Sul.BR101.215.0,Litoral Sul,215,BR101,-48.67586191,-27.65131834
Litoral Sul.BR101.215.1,Litoral Sul,215.1,BR101,-48.67648903,-27.65226182
Litoral Sul.BR101.215.2,Litoral Sul,215.2,BR101,-48.67661054,-27.65299468
Litoral Sul.BR101.215.3,Litoral Sul,215.3,BR101,-48.6773453,-27.65366982
Litoral Sul.BR101.215.4,Litoral Sul,215.4,BR101,-48.67781413,-27.65444074
Litoral Sul.BR101.215.5,Litoral Sul,215.5,BR101,-48.67805806,-27.65524444
Litoral Sul.BR101.215.6,Litoral Sul,215.6,BR101,-48.67815704,-27.65599807
Litoral Sul.BR101.215.7,Litoral Sul,215.7,BR101,-48.67794121,-27.65691018
Litoral Sul.BR101.215.8,Litoral Sul,215.8,BR101,-48.677742,-27.65775204
Litoral Sul.BR101.215.9,Litoral Sul,215.9,BR101,-48.67776414,-27.6587302
Litoral Sul.BR101.216.0,Litoral Sul,216,BR101,-48.67732697,-27.65950601
Litoral Sul.BR101.216.1,Litoral Sul,216.1,BR101,-48.67724498,-27.6604615
Litoral Sul.BR101.216.2,Litoral Sul,216.2,BR101,-48.67691386,-27.66122927
Litoral Sul.BR101.216.3,Litoral Sul,216.3,BR101,-48.67628702,-27.66206254
Litoral Sul.BR101.216.4,Litoral Sul,216.4,BR101,-48.67591703,-27.6628996
Litoral Sul.BR101.216.5,Litoral Sul,216.5,BR101,-48.67555071,-27.66372835
Litoral Sul.BR101.216.6,Litoral Sul,216.6,BR101,-48.67542537,-27.66468056
Litoral Sul.BR101.216.7,Litoral Sul,216.7,BR101,-48.67465523,-27.66575426
Litoral Sul.BR101.216.8,Litoral Sul,216.8,BR101,-48.67468299,-27.66640189
Litoral Sul.BR101.216.9,Litoral Sul,216.9,BR101,-48.6740743,-27.66706854
Litoral Sul.BR101.217.0,Litoral Sul,217,BR101,-48.67370797,-27.66789729
Litoral Sul.BR101.217.1,Litoral Sul,217.1,BR101,-48.67334345,-27.66876122
Litoral Sul.BR101.217.2,Litoral Sul,217.2,BR101,-48.6730052,-27.66960041
Litoral Sul.BR101.217.3,Litoral Sul,217.3,BR101,-48.67262202,-27.67055105
Litoral Sul.BR101.217.4,Litoral Sul,217.4,BR101,-48.67225611,-27.67145884
Litoral Sul.BR101.217.5,Litoral Sul,217.5,BR101,-48.67226907,-27.67227068
Litoral Sul.BR101.217.6,Litoral Sul,217.6,BR101,-48.67154506,-27.67322293
Litoral Sul.BR101.217.7,Litoral Sul,217.7,BR101,-48.67156445,-27.67402785
Litoral Sul.BR101.217.8,Litoral Sul,217.8,BR101,-48.67126972,-27.67476285
Litoral Sul.BR101.217.9,Litoral Sul,217.9,BR101,-48.67055437,-27.67568077
Litoral Sul.BR101.218.0,Litoral Sul,218,BR101,-48.67060243,-27.67642696
Litoral Sul.BR101.218.1,Litoral Sul,218.1,BR101,-48.67019574,-27.67739526
Litoral Sul.BR101.218.2,Litoral Sul,218.2,BR101,-48.66979784,-27.67831059
Litoral Sul.BR101.218.3,Litoral Sul,218.3,BR101,-48.66945465,-27.67910009
Litoral Sul.BR101.218.4,Litoral Sul,218.4,BR101,-48.66915167,-27.67979707
Litoral Sul.BR101.218.5,Litoral Sul,218.5,BR101,-48.66870993,-27.68081325
Litoral Sul.BR101.218.6,Litoral Sul,218.6,BR101,-48.6680221,-27.6817071
Litoral Sul.BR101.218.7,Litoral Sul,218.7,BR101,-48.6677248,-27.68240751
Litoral Sul.BR101.218.8,Litoral Sul,218.8,BR101,-48.66735224,-27.68328524
Litoral Sul.BR101.218.9,Litoral Sul,218.9,BR101,-48.66732634,-27.68399609
Litoral Sul.BR101.219.0,Litoral Sul,219,BR101,-48.66694303,-27.68487785
Litoral Sul.BR101.219.1,Litoral Sul,219.1,BR101,-48.66627025,-27.68583393
Litoral Sul.BR101.219.2,Litoral Sul,219.2,BR101,-48.66595123,-27.6865849
Litoral Sul.BR101.219.3,Litoral Sul,219.3,BR101,-48.66584653,-27.68744286
Litoral Sul.BR101.219.4,Litoral Sul,219.4,BR101,-48.66551277,-27.68822583
Litoral Sul.BR101.219.5,Litoral Sul,219.5,BR101,-48.66508841,-27.68922135
Litoral Sul.BR101.219.6,Litoral Sul,219.6,BR101,-48.66475465,-27.69000432
Litoral Sul.BR101.219.7,Litoral Sul,219.7,BR101,-48.66429763,-27.69107646
Litoral Sul.BR101.219.8,Litoral Sul,219.8,BR101,-48.66404369,-27.69167219
Litoral Sul.BR101.219.9,Litoral Sul,219.9,BR101,-48.66337723,-27.69264404
Litoral Sul.BR101.220.0,Litoral Sul,220,BR101,-48.66333638,-27.6933315
Litoral Sul.BR101.220.1,Litoral Sul,220.1,BR101,-48.66294403,-27.69427174
Litoral Sul.BR101.220.2,Litoral Sul,220.2,BR101,-48.66266052,-27.69496346
Litoral Sul.BR101.220.3,Litoral Sul,220.3,BR101,-48.66196031,-27.69591302
Litoral Sul.BR101.220.4,Litoral Sul,220.4,BR101,-48.66199128,-27.6965963
Litoral Sul.BR101.220.5,Litoral Sul,220.5,BR101,-48.66163191,-27.6974731
Litoral Sul.BR101.220.6,Litoral Sul,220.6,BR101,-48.66126306,-27.69834275
Litoral Sul.BR101.220.7,Litoral Sul,220.7,BR101,-48.66051022,-27.69925071
Litoral Sul.BR101.220.8,Litoral Sul,220.8,BR101,-48.66052437,-27.70005322
Litoral Sul.BR101.220.9,Litoral Sul,220.9,BR101,-48.66009216,-27.70105401
Litoral Sul.BR101.221.0,Litoral Sul,221,BR101,-48.6592,-27.7023
Litoral Sul.BR101.221.1,Litoral Sul,221.1,BR101,-48.65935448,-27.70276277
Litoral Sul.BR101.221.2,Litoral Sul,221.2,BR101,-48.6590111,-27.70355906
Litoral Sul.BR101.221.3,Litoral Sul,221.3,BR101,-48.65847655,-27.70479866
Litoral Sul.BR101.221.4,Litoral Sul,221.4,BR101,-48.65822521,-27.70538151
Litoral Sul.BR101.221.5,Litoral Sul,221.5,BR101,-48.65787118,-27.70620249
Litoral Sul.BR101.221.6,Litoral Sul,221.6,BR101,-48.65719402,-27.70706211
Litoral Sul.BR101.221.7,Litoral Sul,221.7,BR101,-48.65658905,-27.70747512
Litoral Sul.BR101.221.8,Litoral Sul,221.8,BR101,-48.65629237,-27.70804443
Litoral Sul.BR101.221.9,Litoral Sul,221.9,BR101,-48.65541708,-27.70873982
Litoral Sul.BR101.222.0,Litoral Sul,222,BR101,-48.65499324,-27.7091972
Litoral Sul.BR101.222.1,Litoral Sul,222.1,BR101,-48.6543786,-27.7097131
Litoral Sul.BR101.222.2,Litoral Sul,222.2,BR101,-48.65363655,-27.7102441
Litoral Sul.BR101.222.3,Litoral Sul,222.3,BR101,-48.65264202,-27.71095578
Litoral Sul.BR101.222.4,Litoral Sul,222.4,BR101,-48.65210646,-27.71133901
Litoral Sul.BR101.222.5,Litoral Sul,222.5,BR101,-48.65095901,-27.71216011
Litoral Sul.BR101.222.6,Litoral Sul,222.6,BR101,-48.65067515,-27.7125684
Litoral Sul.BR101.222.7,Litoral Sul,222.7,BR101,-48.65014424,-27.71333201
Litoral Sul.BR101.222.8,Litoral Sul,222.8,BR101,-48.64963434,-27.71406541
Litoral Sul.BR101.222.9,Litoral Sul,222.9,BR101,-48.64885639,-27.71518436
Litoral Sul.BR101.223.0,Litoral Sul,223,BR101,-48.6485199,-27.71566832
Litoral Sul.BR101.223.1,Litoral Sul,223.1,BR101,-48.64805187,-27.71639193
Litoral Sul.BR101.223.2,Litoral Sul,223.2,BR101,-48.64753622,-27.71722686
Litoral Sul.BR101.223.3,Litoral Sul,223.3,BR101,-48.64684169,-27.71835141
Litoral Sul.BR101.223.4,Litoral Sul,223.4,BR101,-48.64645259,-27.71937104
Litoral Sul.BR101.223.5,Litoral Sul,223.5,BR101,-48.6461904,-27.7197718
Litoral Sul.BR101.223.6,Litoral Sul,223.6,BR101,-48.64575004,-27.72054982
Litoral Sul.BR101.223.7,Litoral Sul,223.7,BR101,-48.64506216,-27.721438
Litoral Sul.BR101.223.8,Litoral Sul,223.8,BR101,-48.64455184,-27.72242847
Litoral Sul.BR101.223.9,Litoral Sul,223.9,BR101,-48.64414037,-27.72322711
Litoral Sul.BR101.224.0,Litoral Sul,224,BR101,-48.64408691,-27.72393128
Litoral Sul.BR101.224.1,Litoral Sul,224.1,BR101,-48.64345987,-27.72479279
Litoral Sul.BR101.224.2,Litoral Sul,224.2,BR101,-48.64310546,-27.72595612
Litoral Sul.BR101.224.3,Litoral Sul,224.3,BR101,-48.64319645,-27.72641204
Litoral Sul.BR101.224.4,Litoral Sul,224.4,BR101,-48.64292289,-27.72723687
Litoral Sul.BR101.224.5,Litoral Sul,224.5,BR101,-48.64261139,-27.7281761
Litoral Sul.BR101.224.6,Litoral Sul,224.6,BR101,-48.64229917,-27.72915144
Litoral Sul.BR101.224.7,Litoral Sul,224.7,BR101,-48.64205689,-27.72991847
Litoral Sul.BR101.224.8,Litoral Sul,224.8,BR101,-48.64182854,-27.73064137
Litoral Sul.BR101.224.9,Litoral Sul,224.9,BR101,-48.64131675,-27.73157696
Litoral Sul.BR101.225.0,Litoral Sul,225,BR101,-48.64104657,-27.732395
Litoral Sul.BR101.225.1,Litoral Sul,225.1,BR101,-48.64084242,-27.733738
Litoral Sul.BR101.225.2,Litoral Sul,225.2,BR101,-48.6406975,-27.73418421
Litoral Sul.BR101.225.3,Litoral Sul,225.3,BR101,-48.64018253,-27.73508882
Litoral Sul.BR101.225.4,Litoral Sul,225.4,BR101,-48.64003645,-27.73621954
Litoral Sul.BR101.225.5,Litoral Sul,225.5,BR101,-48.63953767,-27.73711048
Litoral Sul.BR101.225.6,Litoral Sul,225.6,BR101,-48.6394317,-27.73814163
Litoral Sul.BR101.225.7,Litoral Sul,225.7,BR101,-48.6390435,-27.73873524
Litoral Sul.BR101.225.8,Litoral Sul,225.8,BR101,-48.63902888,-27.73947825
Litoral Sul.BR101.225.9,Litoral Sul,225.9,BR101,-48.63852794,-27.74044061
Litoral Sul.BR101.226.0,Litoral Sul,226,BR101,-48.63827144,-27.74128908
Litoral Sul.BR101.226.1,Litoral Sul,226.1,BR101,-48.6379937,-27.74214553
Litoral Sul.BR101.226.2,Litoral Sul,226.2,BR101,-48.63769459,-27.7430305
Litoral Sul.BR101.226.3,Litoral Sul,226.3,BR101,-48.63761735,-27.7438951
Litoral Sul.BR101.226.4,Litoral Sul,226.4,BR101,-48.63736949,-27.7446302
Litoral Sul.BR101.226.5,Litoral Sul,226.5,BR101,-48.63701179,-27.7456911
Litoral Sul.BR101.226.6,Litoral Sul,226.6,BR101,-48.6365578,-27.74629187
Litoral Sul.BR101.226.7,Litoral Sul,226.7,BR101,-48.63603976,-27.74752479
Litoral Sul.BR101.226.8,Litoral Sul,226.8,BR101,-48.63600072,-27.74806294
Litoral Sul.BR101.226.9,Litoral Sul,226.9,BR101,-48.63544423,-27.74894212
Litoral Sul.BR101.227.0,Litoral Sul,227,BR101,-48.63525016,-27.74980193
Litoral Sul.BR101.227.1,Litoral Sul,227.1,BR101,-48.63472477,-27.75056206
Litoral Sul.BR101.227.2,Litoral Sul,227.2,BR101,-48.63432507,-27.75136405
Litoral Sul.BR101.227.3,Litoral Sul,227.3,BR101,-48.63391298,-27.7521909
Litoral Sul.BR101.227.4,Litoral Sul,227.4,BR101,-48.63327429,-27.75347242
Litoral Sul.BR101.227.5,Litoral Sul,227.5,BR101,-48.63332509,-27.75383689
Litoral Sul.BR101.227.6,Litoral Sul,227.6,BR101,-48.63271216,-27.7546582
Litoral Sul.BR101.227.7,Litoral Sul,227.7,BR101,-48.63261855,-27.75546993
Litoral Sul.BR101.227.8,Litoral Sul,227.8,BR101,-48.63220968,-27.75643899
Litoral Sul.BR101.227.9,Litoral Sul,227.9,BR101,-48.63187837,-27.75722423
Litoral Sul.BR101.228.0,Litoral Sul,228,BR101,-48.63126918,-27.75797211
Litoral Sul.BR101.228.1,Litoral Sul,228.1,BR101,-48.63101272,-27.75917249
Litoral Sul.BR101.228.2,Litoral Sul,228.2,BR101,-48.63095399,-27.75961298
Litoral Sul.BR101.228.3,Litoral Sul,228.3,BR101,-48.63112558,-27.76051462
Litoral Sul.BR101.228.4,Litoral Sul,228.4,BR101,-48.63100961,-27.76138252
Litoral Sul.BR101.228.5,Litoral Sul,228.5,BR101,-48.63059681,-27.76229182
Litoral Sul.BR101.228.6,Litoral Sul,228.6,BR101,-48.63089594,-27.76326178
Litoral Sul.BR101.228.7,Litoral Sul,228.7,BR101,-48.63100896,-27.76450552
Litoral Sul.BR101.228.8,Litoral Sul,228.8,BR101,-48.63106722,-27.76514652
Litoral Sul.BR101.228.9,Litoral Sul,228.9,BR101,-48.63096965,-27.76625549
Litoral Sul.BR101.229.0,Litoral Sul,229,BR101,-48.63126544,-27.76732775
Litoral Sul.BR101.229.1,Litoral Sul,229.1,BR101,-48.63152845,-27.76788438
Litoral Sul.BR101.229.2,Litoral Sul,229.2,BR101,-48.63180507,-27.76868497
Litoral Sul.BR101.229.3,Litoral Sul,229.3,BR101,-48.63239539,-27.76942833
Litoral Sul.BR101.229.4,Litoral Sul,229.4,BR101,-48.63283113,-27.77020435
Litoral Sul.BR101.229.5,Litoral Sul,229.5,BR101,-48.63318062,-27.7711128
Litoral Sul.BR101.229.6,Litoral Sul,229.6,BR101,-48.63350894,-27.77199981
Litoral Sul.BR101.229.7,Litoral Sul,229.7,BR101,-48.63369052,-27.77283292
Litoral Sul.BR101.229.8,Litoral Sul,229.8,BR101,-48.63412008,-27.77370962
Litoral Sul.BR101.229.9,Litoral Sul,229.9,BR101,-48.63412628,-27.77483218
Litoral Sul.BR101.230.0,Litoral Sul,230,BR101,-48.63421707,-27.77524873
Litoral Sul.BR101.230.1,Litoral Sul,230.1,BR101,-48.63443238,-27.7761823
Litoral Sul.BR101.230.2,Litoral Sul,230.2,BR101,-48.63467265,-27.77717995
Litoral Sul.BR101.230.3,Litoral Sul,230.3,BR101,-48.63512457,-27.77780247
Litoral Sul.BR101.230.4,Litoral Sul,230.4,BR101,-48.63538044,-27.77893241
Litoral Sul.BR101.230.5,Litoral Sul,230.5,BR101,-48.63554435,-27.77965624
Litoral Sul.BR101.230.6,Litoral Sul,230.6,BR101,-48.63558879,-27.78055261
Litoral Sul.BR101.230.7,Litoral Sul,230.7,BR101,-48.63558879,-27.78155261
Litoral Sul.BR101.230.8,Litoral Sul,230.8,BR101,-48.63518103,-27.78251798
Litoral Sul.BR101.230.9,Litoral Sul,230.9,BR101,-48.63507561,-27.78363394
Litoral Sul.BR101.231.0,Litoral Sul,231,BR101,-48.63501559,-27.78426927
Litoral Sul.BR101.231.1,Litoral Sul,231.1,BR101,-48.63529512,-27.78532033
Litoral Sul.BR101.231.2,Litoral Sul,231.2,BR101,-48.63584342,-27.78569403
Litoral Sul.BR101.231.3,Litoral Sul,231.3,BR101,-48.63626214,-27.78675448
Litoral Sul.BR101.231.4,Litoral Sul,231.4,BR101,-48.63644031,-27.78720569
Litoral Sul.BR101.231.5,Litoral Sul,231.5,BR101,-48.63674023,-27.78796525
Litoral Sul.BR101.231.6,Litoral Sul,231.6,BR101,-48.63717082,-27.78907424
Litoral Sul.BR101.231.7,Litoral Sul,231.7,BR101,-48.63740861,-27.78969175
Litoral Sul.BR101.231.8,Litoral Sul,231.8,BR101,-48.63772011,-27.79050064
Litoral Sul.BR101.231.9,Litoral Sul,231.9,BR101,-48.63811531,-27.79152691
Litoral Sul.BR101.232.0,Litoral Sul,232,BR101,-48.63838996,-27.79224012
Litoral Sul.BR101.232.1,Litoral Sul,232.1,BR101,-48.63842391,-27.79357839
Litoral Sul.BR101.232.2,Litoral Sul,232.2,BR101,-48.63835717,-27.79402994
Litoral Sul.BR101.232.3,Litoral Sul,232.3,BR101,-48.63782363,-27.79492209
Litoral Sul.BR101.232.4,Litoral Sul,232.4,BR101,-48.63768767,-27.79578653
Litoral Sul.BR101.232.5,Litoral Sul,232.5,BR101,-48.63753938,-27.79672945
Litoral Sul.BR101.232.6,Litoral Sul,232.6,BR101,-48.63751515,-27.79803647
Litoral Sul.BR101.232.7,Litoral Sul,232.7,BR101,-48.63754044,-27.79874713
Litoral Sul.BR101.232.8,Litoral Sul,232.8,BR101,-48.63758208,-27.7999169
Litoral Sul.BR101.232.9,Litoral Sul,232.9,BR101,-48.63806819,-27.80138523
Litoral Sul.BR101.233.0,Litoral Sul,233,BR101,-48.63810414,-27.80223067
Litoral Sul.BR101.233.1,Litoral Sul,233.1,BR101,-48.63778023,-27.80308695
Litoral Sul.BR101.233.2,Litoral Sul,233.2,BR101,-48.63794059,-27.80389532
Litoral Sul.BR101.233.3,Litoral Sul,233.3,BR101,-48.63819439,-27.80517479
Litoral Sul.BR101.233.4,Litoral Sul,233.4,BR101,-48.63829661,-27.80569008
Litoral Sul.BR101.233.5,Litoral Sul,233.5,BR101,-48.63850456,-27.80673841
Litoral Sul.BR101.233.6,Litoral Sul,233.6,BR101,-48.6383232,-27.80724412
Litoral Sul.BR101.233.7,Litoral Sul,233.7,BR101,-48.6377751,-27.80780383
Litoral Sul.BR101.233.8,Litoral Sul,233.8,BR101,-48.63729261,-27.80829653
Litoral Sul.BR101.233.9,Litoral Sul,233.9,BR101,-48.63681013,-27.80878923
Litoral Sul.BR101.234.0,Litoral Sul,234,BR101,-48.63643072,-27.80917667
Litoral Sul.BR101.234.1,Litoral Sul,234.1,BR101,-48.63572285,-27.80990412
Litoral Sul.BR101.234.2,Litoral Sul,234.2,BR101,-48.63525449,-27.81038676
Litoral Sul.BR101.234.3,Litoral Sul,234.3,BR101,-48.63469608,-27.8109622
Litoral Sul.BR101.234.4,Litoral Sul,234.4,BR101,-48.63408965,-27.81158712
Litoral Sul.BR101.234.5,Litoral Sul,234.5,BR101,-48.63350723,-27.8121873
Litoral Sul.BR101.234.6,Litoral Sul,234.6,BR101,-48.63295913,-27.81318872
Litoral Sul.BR101.234.7,Litoral Sul,234.7,BR101,-48.63268619,-27.81393932
Litoral Sul.BR101.234.8,Litoral Sul,234.8,BR101,-48.63238152,-27.81477715
Litoral Sul.BR101.234.9,Litoral Sul,234.9,BR101,-48.63205458,-27.81567624
Litoral Sul.BR101.235.0,Litoral Sul,235,BR101,-48.63172134,-27.81659265
Litoral Sul.BR101.235.1,Litoral Sul,235.1,BR101,-48.63151213,-27.81729976
Litoral Sul.BR101.235.2,Litoral Sul,235.2,BR101,-48.63128186,-27.81819924
Litoral Sul.BR101.235.3,Litoral Sul,235.3,BR101,-48.63106502,-27.81904623
Litoral Sul.BR101.235.4,Litoral Sul,235.4,BR101,-48.63084372,-27.81991067
Litoral Sul.BR101.235.5,Litoral Sul,235.5,BR101,-48.63061795,-27.82079257
Litoral Sul.BR101.235.6,Litoral Sul,235.6,BR101,-48.63047768,-27.82171679
Litoral Sul.BR101.235.7,Litoral Sul,235.7,BR101,-48.6304125,-27.8227691
Litoral Sul.BR101.235.8,Litoral Sul,235.8,BR101,-48.63035225,-27.82374189
Litoral Sul.BR101.235.9,Litoral Sul,235.9,BR101,-48.63029016,-27.82474451
Litoral Sul.BR101.236.0,Litoral Sul,236,BR101,-48.63023174,-27.82568761
Litoral Sul.BR101.236.1,Litoral Sul,236.1,BR101,-48.63012512,-27.82673636
Litoral Sul.BR101.236.2,Litoral Sul,236.2,BR101,-48.63027321,-27.82752395
Litoral Sul.BR101.236.3,Litoral Sul,236.3,BR101,-48.63013801,-27.82877367
Litoral Sul.BR101.236.4,Litoral Sul,236.4,BR101,-48.63006186,-27.82947755
Litoral Sul.BR101.236.5,Litoral Sul,236.5,BR101,-48.62998094,-27.83022561
Litoral Sul.BR101.236.6,Litoral Sul,236.6,BR101,-48.62979758,-27.83119032
Litoral Sul.BR101.236.7,Litoral Sul,236.7,BR101,-48.63012008,-27.83236616
Litoral Sul.BR101.236.8,Litoral Sul,236.8,BR101,-48.63056149,-27.83284549
Litoral Sul.BR101.236.9,Litoral Sul,236.9,BR101,-48.63051683,-27.83381272
Litoral Sul.BR101.237.0,Litoral Sul,237,BR101,-48.63077536,-27.8347553
Litoral Sul.BR101.237.1,Litoral Sul,237.1,BR101,-48.63107625,-27.83555689
Litoral Sul.BR101.237.2,Litoral Sul,237.2,BR101,-48.6315143,-27.83646644
Litoral Sul.BR101.237.3,Litoral Sul,237.3,BR101,-48.63187268,-27.8372106
Litoral Sul.BR101.237.4,Litoral Sul,237.4,BR101,-48.63215506,-27.83779693
Litoral Sul.BR101.237.5,Litoral Sul,237.5,BR101,-48.63269806,-27.83892441
Litoral Sul.BR101.237.6,Litoral Sul,237.6,BR101,-48.63297865,-27.83953055
Litoral Sul.BR101.237.7,Litoral Sul,237.7,BR101,-48.63348055,-27.84061478
Litoral Sul.BR101.237.8,Litoral Sul,237.8,BR101,-48.63418926,-27.84136786
Litoral Sul.BR101.237.9,Litoral Sul,237.9,BR101,-48.63453428,-27.84207872
Litoral Sul.BR101.238.0,Litoral Sul,238,BR101,-48.63447646,-27.84276616
Litoral Sul.BR101.238.1,Litoral Sul,238.1,BR101,-48.63506854,-27.84404302
Litoral Sul.BR101.238.2,Litoral Sul,238.2,BR101,-48.6353525,-27.84465488
Litoral Sul.BR101.238.3,Litoral Sul,238.3,BR101,-48.6358574,-27.84574282
Litoral Sul.BR101.238.4,Litoral Sul,238.4,BR101,-48.63661827,-27.8463332
Litoral Sul.BR101.238.5,Litoral Sul,238.5,BR101,-48.63651217,-27.84715369
Litoral Sul.BR101.238.6,Litoral Sul,238.6,BR101,-48.63710957,-27.84791381
Litoral Sul.BR101.238.7,Litoral Sul,238.7,BR101,-48.63829098,-27.84865824
Litoral Sul.BR101.238.8,Litoral Sul,238.8,BR101,-48.63912508,-27.8495651
Litoral Sul.BR101.238.9,Litoral Sul,238.9,BR101,-48.63929057,-27.85013193
Litoral Sul.BR101.239.0,Litoral Sul,239,BR101,-48.6403907,-27.85094318
Litoral Sul.BR101.239.1,Litoral Sul,239.1,BR101,-48.64082463,-27.85160631
Litoral Sul.BR101.239.2,Litoral Sul,239.2,BR101,-48.64121661,-27.85220535
Litoral Sul.BR101.239.3,Litoral Sul,239.3,BR101,-48.64156666,-27.8527403
Litoral Sul.BR101.239.4,Litoral Sul,239.4,BR101,-48.64216394,-27.85365306
Litoral Sul.BR101.239.5,Litoral Sul,239.5,BR101,-48.64254659,-27.85423784
Litoral Sul.BR101.239.6,Litoral Sul,239.6,BR101,-48.64307224,-27.85540683
Litoral Sul.BR101.239.7,Litoral Sul,239.7,BR101,-48.64342515,-27.85631181
Litoral Sul.BR101.239.8,Litoral Sul,239.8,BR101,-48.64361574,-27.85680054
Litoral Sul.BR101.239.9,Litoral Sul,239.9,BR101,-48.64371949,-27.85804895
Litoral Sul.BR101.240.0,Litoral Sul,240,BR101,-48.64430752,-27.85857444
Litoral Sul.BR101.240.1,Litoral Sul,240.1,BR101,-48.64472709,-27.85973276
Litoral Sul.BR101.240.2,Litoral Sul,240.2,BR101,-48.64506858,-27.86072417
Litoral Sul.BR101.240.3,Litoral Sul,240.3,BR101,-48.64532907,-27.86148045
Litoral Sul.BR101.240.4,Litoral Sul,240.4,BR101,-48.64552871,-27.86206006
Litoral Sul.BR101.240.5,Litoral Sul,240.5,BR101,-48.64568176,-27.86315114
Litoral Sul.BR101.240.6,Litoral Sul,240.6,BR101,-48.64575231,-27.86372744
Litoral Sul.BR101.240.7,Litoral Sul,240.7,BR101,-48.6458362,-27.8645732
Litoral Sul.BR101.240.8,Litoral Sul,240.8,BR101,-48.6459255,-27.8654735
Litoral Sul.BR101.240.9,Litoral Sul,240.9,BR101,-48.64604907,-27.86671932
