ConcessionariaRodoviakm,Concessionaria,kmmt,Rodovia,Longitude,Latitude
Litoral Sul.BR101.180.2,Litoral Sul,180.2,BR101,-48.63092016,-27.38308119
Litoral Sul.BR101.180.3,Litoral Sul,180.3,BR101,-48.63139528,-27.38388159
Litoral Sul.BR101.180.4,Litoral Sul,180.4,BR101,-48.63147181,-27.38456662
Litoral Sul.BR101.180.5,Litoral Sul,180.5,BR101,-48.63156633,-27.38541274
Litoral Sul.BR101.180.6,Litoral Sul,180.6,BR101,-48.63165996,-27.38625086
Litoral Sul.BR101.180.7,Litoral Sul,180.7,BR101,-48.63175359,-27.38708898
Litoral Sul.BR101.180.8,Litoral Sul,180.8,BR101,-48.63152442,-27.38792782
Litoral Sul.BR101.180.9,Litoral Sul,180.9,BR101,-48.63196785,-27.38900684
Litoral Sul.BR101.181.0,Litoral Sul,181,BR101,-48.63201016,-27.38938557
Litoral Sul.BR101.181.1,Litoral Sul,181.1,BR101,-48.63194703,-27.39032683
Litoral Sul.BR101.181.2,Litoral Sul,181.2,BR101,-48.63141327,-27.39137266
Litoral Sul.BR101.181.3,Litoral Sul,181.3,BR101,-48.631617,-27.39204741
Litoral Sul.BR101.181.4,Litoral Sul,181.4,BR101,-48.63148407,-27.39274043
Litoral Sul.BR101.181.5,Litoral Sul,181.5,BR101,-48.63134644,-27.39345795
Litoral Sul.BR101.181.6,Litoral Sul,181.6,BR101,-48.63119316,-27.39425709
Litoral Sul.BR101.181.7,Litoral Sul,181.7,BR101,-48.63063585,-27.39508904
Litoral Sul.BR101.181.8,Litoral Sul,181.8,BR101,-48.63088036,-27.39588785
Litoral Sul.BR101.181.9,Litoral Sul,181.9,BR101,-48.63030895,-27.39665177
Litoral Sul.BR101.182.0,Litoral Sul,182,BR101,-48.6301091,-27.39760715
Litoral Sul.BR101.182.1,Litoral Sul,182.1,BR101,-48.62994398,-27.39840114
Litoral Sul.BR101.182.2,Litoral Sul,182.2,BR101,-48.63015291,-27.39944891
Litoral Sul.BR101.182.3,Litoral Sul,182.3,BR101,-48.62998466,-27.40021032
Litoral Sul.BR101.182.4,Litoral Sul,182.4,BR101,-48.62940059,-27.40102081
Litoral Sul.BR101.182.5,Litoral Sul,182.5,BR101,-48.62959214,-27.40198666
Litoral Sul.BR101.182.6,Litoral Sul,182.6,BR101,-48.62906646,-27.40263168
Litoral Sul.BR101.182.7,Litoral Sul,182.7,BR101,-48.62925755,-27.40350084
Litoral Sul.BR101.182.8,Litoral Sul,182.8,BR101,-48.62907998,-27.40430447
Litoral Sul.BR101.182.9,Litoral Sul,182.9,BR101,-48.6288295,-27.40543801
Litoral Sul.BR101.183.0,Litoral Sul,183,BR101,-48.62863509,-27.40631779
Litoral Sul.BR101.183.1,Litoral Sul,183.1,BR101,-48.62850891,-27.40696988
Litoral Sul.BR101.183.2,Litoral Sul,183.2,BR101,-48.62802278,-27.40776237
Litoral Sul.BR101.183.3,Litoral Sul,183.3,BR101,-48.62774581,-27.40919669
Litoral Sul.BR101.183.4,Litoral Sul,183.4,BR101,-48.62798194,-27.40973869
Litoral Sul.BR101.183.5,Litoral Sul,183.5,BR101,-48.62773214,-27.41105118
Litoral Sul.BR101.183.6,Litoral Sul,183.6,BR101,-48.6275881,-27.41180799
Litoral Sul.BR101.183.7,Litoral Sul,183.7,BR101,-48.62740939,-27.41274696
Litoral Sul.BR101.183.8,Litoral Sul,183.8,BR101,-48.62722158,-27.41373373
Litoral Sul.BR101.183.9,Litoral Sul,183.9,BR101,-48.62663804,-27.41493353
Litoral Sul.BR101.184.0,Litoral Sul,184,BR101,-48.62653834,-27.41544986
Litoral Sul.BR101.184.1,Litoral Sul,184.1,BR101,-48.62663304,-27.41671066
Litoral Sul.BR101.184.2,Litoral Sul,184.2,BR101,-48.62610505,-27.41746969
Litoral Sul.BR101.184.3,Litoral Sul,184.3,BR101,-48.62629973,-27.41822701
Litoral Sul.BR101.184.4,Litoral Sul,184.4,BR101,-48.62605715,-27.4193306
Litoral Sul.BR101.184.5,Litoral Sul,184.5,BR101,-48.6254797,-27.42030605
Litoral Sul.BR101.184.6,Litoral Sul,184.6,BR101,-48.62533302,-27.42097133
Litoral Sul.BR101.184.7,Litoral Sul,184.7,BR101,-48.62549705,-27.42187866
Litoral Sul.BR101.184.8,Litoral Sul,184.8,BR101,-48.62491542,-27.42286538
Litoral Sul.BR101.184.9,Litoral Sul,184.9,BR101,-48.62508092,-27.42377178
Litoral Sul.BR101.185.0,Litoral Sul,185,BR101,-48.62451616,-27.42467625
Litoral Sul.BR101.185.1,Litoral Sul,185.1,BR101,-48.6246739,-27.42572522
Litoral Sul.BR101.185.2,Litoral Sul,185.2,BR101,-48.62449751,-27.42664689
Litoral Sul.BR101.185.3,Litoral Sul,185.3,BR101,-48.62424791,-27.42795109
Litoral Sul.BR101.185.4,Litoral Sul,185.4,BR101,-48.62405429,-27.42896283
Litoral Sul.BR101.185.5,Litoral Sul,185.5,BR101,-48.62339929,-27.43040956
Litoral Sul.BR101.185.6,Litoral Sul,185.6,BR101,-48.62404915,-27.43107408
Litoral Sul.BR101.185.7,Litoral Sul,185.7,BR101,-48.62445222,-27.43176505
Litoral Sul.BR101.185.8,Litoral Sul,185.8,BR101,-48.62442886,-27.43243586
Litoral Sul.BR101.185.9,Litoral Sul,185.9,BR101,-48.62513991,-27.43294396
Litoral Sul.BR101.186.0,Litoral Sul,186,BR101,-48.62552718,-27.43360784
Litoral Sul.BR101.186.1,Litoral Sul,186.1,BR101,-48.62584764,-27.43452532
Litoral Sul.BR101.186.2,Litoral Sul,186.2,BR101,-48.625988,-27.43518653
Litoral Sul.BR101.186.3,Litoral Sul,186.3,BR101,-48.62616525,-27.43602155
Litoral Sul.BR101.186.4,Litoral Sul,186.4,BR101,-48.62638459,-27.43705485
Litoral Sul.BR101.186.5,Litoral Sul,186.5,BR101,-48.62660217,-27.43807983
Litoral Sul.BR101.186.6,Litoral Sul,186.6,BR101,-48.62645182,-27.43886286
Litoral Sul.BR101.186.7,Litoral Sul,186.7,BR101,-48.62732875,-27.43976573
Litoral Sul.BR101.186.8,Litoral Sul,186.8,BR101,-48.62762952,-27.4404636
Litoral Sul.BR101.186.9,Litoral Sul,186.9,BR101,-48.62816465,-27.44170527
Litoral Sul.BR101.187.0,Litoral Sul,187,BR101,-48.62835997,-27.44215848
Litoral Sul.BR101.187.1,Litoral Sul,187.1,BR101,-48.62895125,-27.44321864
Litoral Sul.BR101.187.2,Litoral Sul,187.2,BR101,-48.62894227,-27.44414983
Litoral Sul.BR101.187.3,Litoral Sul,187.3,BR101,-48.63013918,-27.44503958
Litoral Sul.BR101.187.4,Litoral Sul,187.4,BR101,-48.63056679,-27.44569506
Litoral Sul.BR101.187.5,Litoral Sul,187.5,BR101,-48.63119507,-27.44665813
Litoral Sul.BR101.187.6,Litoral Sul,187.6,BR101,-48.63145906,-27.4470628
Litoral Sul.BR101.187.7,Litoral Sul,187.7,BR101,-48.63219288,-27.44818765
Litoral Sul.BR101.187.8,Litoral Sul,187.8,BR101,-48.63273142,-27.44901317
Litoral Sul.BR101.187.9,Litoral Sul,187.9,BR101,-48.63325409,-27.44981435
Litoral Sul.BR101.188.0,Litoral Sul,188,BR101,-48.63357085,-27.45029991
Litoral Sul.BR101.188.1,Litoral Sul,188.1,BR101,-48.63420566,-27.45129693
Litoral Sul.BR101.188.2,Litoral Sul,188.2,BR101,-48.63460728,-27.45193848
Litoral Sul.BR101.188.3,Litoral Sul,188.3,BR101,-48.63537462,-27.45316423
Litoral Sul.BR101.188.4,Litoral Sul,188.4,BR101,-48.6356579,-27.45361675
Litoral Sul.BR101.188.5,Litoral Sul,188.5,BR101,-48.63617284,-27.45443931
Litoral Sul.BR101.188.6,Litoral Sul,188.6,BR101,-48.63672392,-27.45531962
Litoral Sul.BR101.188.7,Litoral Sul,188.7,BR101,-48.63725945,-27.45617507
Litoral Sul.BR101.188.8,Litoral Sul,188.8,BR101,-48.63781053,-27.45705538
Litoral Sul.BR101.188.9,Litoral Sul,188.9,BR101,-48.63829977,-27.45783689
Litoral Sul.BR101.189.0,Litoral Sul,189,BR101,-48.63898468,-27.45893097
Litoral Sul.BR101.189.1,Litoral Sul,189.1,BR101,-48.63934687,-27.45953927
Litoral Sul.BR101.189.2,Litoral Sul,189.2,BR101,-48.63968898,-27.46011384
Litoral Sul.BR101.189.3,Litoral Sul,189.3,BR101,-48.64001494,-27.46066129
Litoral Sul.BR101.189.4,Litoral Sul,189.4,BR101,-48.64039727,-27.46130342
Litoral Sul.BR101.189.5,Litoral Sul,189.5,BR101,-48.64082787,-27.46202662
Litoral Sul.BR101.189.6,Litoral Sul,189.6,BR101,-48.6413068,-27.46283098
Litoral Sul.BR101.189.7,Litoral Sul,189.7,BR101,-48.64173747,-27.46355428
Litoral Sul.BR101.189.8,Litoral Sul,189.8,BR101,-48.6420111,-27.46401386
Litoral Sul.BR101.189.9,Litoral Sul,189.9,BR101,-48.64212291,-27.46520663
Litoral Sul.BR101.190.0,Litoral Sul,190,BR101,-48.64197827,-27.4667501
Litoral Sul.BR101.190.1,Litoral Sul,190.1,BR101,-48.64186363,-27.46802019
Litoral Sul.BR101.190.2,Litoral Sul,190.2,BR101,-48.64178349,-27.46897078
Litoral Sul.BR101.190.3,Litoral Sul,190.3,BR101,-48.64170874,-27.46985737
Litoral Sul.BR101.190.4,Litoral Sul,190.4,BR101,-48.6416101,-27.47102734
Litoral Sul.BR101.190.5,Litoral Sul,190.5,BR101,-48.64155309,-27.47170361
Litoral Sul.BR101.190.6,Litoral Sul,190.6,BR101,-48.64108753,-27.47277558
Litoral Sul.BR101.190.7,Litoral Sul,190.7,BR101,-48.64138895,-27.47365055
Litoral Sul.BR101.190.8,Litoral Sul,190.8,BR101,-48.6413173,-27.47450045
Litoral Sul.BR101.190.9,Litoral Sul,190.9,BR101,-48.64123253,-27.47550586
Litoral Sul.BR101.191.0,Litoral Sul,191,BR101,-48.64117089,-27.47623708
Litoral Sul.BR101.191.1,Litoral Sul,191.1,BR101,-48.64160121,-27.47703684
Litoral Sul.BR101.191.2,Litoral Sul,191.2,BR101,-48.64241118,-27.47762891
Litoral Sul.BR101.191.3,Litoral Sul,191.3,BR101,-48.64302304,-27.47844145
Litoral Sul.BR101.191.4,Litoral Sul,191.4,BR101,-48.64434659,-27.47904366
Litoral Sul.BR101.191.5,Litoral Sul,191.5,BR101,-48.64469197,-27.47992298
Litoral Sul.BR101.191.6,Litoral Sul,191.6,BR101,-48.64509584,-27.48057225
Litoral Sul.BR101.191.7,Litoral Sul,191.7,BR101,-48.64561211,-27.4814022
Litoral Sul.BR101.191.8,Litoral Sul,191.8,BR101,-48.64654996,-27.48214526
Litoral Sul.BR101.191.9,Litoral Sul,191.9,BR101,-48.64709643,-27.48295064
Litoral Sul.BR101.192.0,Litoral Sul,192,BR101,-48.64714049,-27.4838592
Litoral Sul.BR101.192.1,Litoral Sul,192.1,BR101,-48.64806672,-27.48446069
Litoral Sul.BR101.192.2,Litoral Sul,192.2,BR101,-48.64841001,-27.48512057
Litoral Sul.BR101.192.3,Litoral Sul,192.3,BR101,-48.64877054,-27.48581359
Litoral Sul.BR101.192.4,Litoral Sul,192.4,BR101,-48.64988376,-27.48652286
Litoral Sul.BR101.192.5,Litoral Sul,192.5,BR101,-48.65104021,-27.48703248
Litoral Sul.BR101.192.6,Litoral Sul,192.6,BR101,-48.65194216,-27.48742995
Litoral Sul.BR101.192.7,Litoral Sul,192.7,BR101,-48.65287584,-27.4878414
Litoral Sul.BR101.192.8,Litoral Sul,192.8,BR101,-48.65422334,-27.48843521
Litoral Sul.BR101.192.9,Litoral Sul,192.9,BR101,-48.65488114,-27.48872509
Litoral Sul.BR101.193.0,Litoral Sul,193,BR101,-48.65593155,-27.48918799
Litoral Sul.BR101.193.1,Litoral Sul,193.1,BR101,-48.6563833,-27.48989407
Litoral Sul.BR101.193.2,Litoral Sul,193.2,BR101,-48.65643863,-27.49065804
Litoral Sul.BR101.193.3,Litoral Sul,193.3,BR101,-48.65651077,-27.49165401
Litoral Sul.BR101.193.4,Litoral Sul,193.4,BR101,-48.656563,-27.49237514
Litoral Sul.BR101.193.5,Litoral Sul,193.5,BR101,-48.65662953,-27.49329369
Litoral Sul.BR101.193.6,Litoral Sul,193.6,BR101,-48.65625085,-27.49407557
Litoral Sul.BR101.193.7,Litoral Sul,193.7,BR101,-48.65631264,-27.4949187
Litoral Sul.BR101.193.8,Litoral Sul,193.8,BR101,-48.65636849,-27.49568069
Litoral Sul.BR101.193.9,Litoral Sul,193.9,BR101,-48.65643682,-27.496613
Litoral Sul.BR101.194.0,Litoral Sul,194,BR101,-48.65649386,-27.49739119
Litoral Sul.BR101.194.1,Litoral Sul,194.1,BR101,-48.65593067,-27.49829865
Litoral Sul.BR101.194.2,Litoral Sul,194.2,BR101,-48.65552887,-27.49870382
Litoral Sul.BR101.194.3,Litoral Sul,194.3,BR101,-48.65481072,-27.499428
Litoral Sul.BR101.194.4,Litoral Sul,194.4,BR101,-48.65415852,-27.50008568
Litoral Sul.BR101.194.5,Litoral Sul,194.5,BR101,-48.65344701,-27.50080317
Litoral Sul.BR101.194.6,Litoral Sul,194.6,BR101,-48.65276183,-27.50149409
Litoral Sul.BR101.194.7,Litoral Sul,194.7,BR101,-48.65204378,-27.50221817
Litoral Sul.BR101.194.8,Litoral Sul,194.8,BR101,-48.6515102,-27.50275623
Litoral Sul.BR101.194.9,Litoral Sul,194.9,BR101,-48.65090404,-27.50336749
Litoral Sul.BR101.195.0,Litoral Sul,195,BR101,-48.65010687,-27.50417134
Litoral Sul.BR101.195.1,Litoral Sul,195.1,BR101,-48.64949531,-27.5047436
Litoral Sul.BR101.195.2,Litoral Sul,195.2,BR101,-48.64878167,-27.50539012
Litoral Sul.BR101.195.3,Litoral Sul,195.3,BR101,-48.64814499,-27.50596691
Litoral Sul.BR101.195.4,Litoral Sul,195.4,BR101,-48.64727047,-27.50675918
Litoral Sul.BR101.195.5,Litoral Sul,195.5,BR101,-48.64668984,-27.5072852
Litoral Sul.BR101.195.6,Litoral Sul,195.6,BR101,-48.64608114,-27.50783665
Litoral Sul.BR101.195.7,Litoral Sul,195.7,BR101,-48.64536056,-27.50848945
Litoral Sul.BR101.195.8,Litoral Sul,195.8,BR101,-48.64449308,-27.50927534
Litoral Sul.BR101.195.9,Litoral Sul,195.9,BR101,-48.64390541,-27.50980774
Litoral Sul.BR101.196.0,Litoral Sul,196,BR101,-48.64371149,-27.51055019
Litoral Sul.BR101.196.1,Litoral Sul,196.1,BR101,-48.64240439,-27.51123905
Litoral Sul.BR101.196.2,Litoral Sul,196.2,BR101,-48.64246293,-27.511769
Litoral Sul.BR101.196.3,Litoral Sul,196.3,BR101,-48.64133002,-27.51235765
Litoral Sul.BR101.196.4,Litoral Sul,196.4,BR101,-48.64081299,-27.51289595
Litoral Sul.BR101.196.5,Litoral Sul,196.5,BR101,-48.64069038,-27.51355638
Litoral Sul.BR101.196.6,Litoral Sul,196.6,BR101,-48.63974645,-27.51446378
Litoral Sul.BR101.196.7,Litoral Sul,196.7,BR101,-48.6398647,-27.51518975
Litoral Sul.BR101.196.8,Litoral Sul,196.8,BR101,-48.63955307,-27.51597023
Litoral Sul.BR101.196.9,Litoral Sul,196.9,BR101,-48.63879378,-27.51684345
Litoral Sul.BR101.197.0,Litoral Sul,197,BR101,-48.63886882,-27.51768394
Litoral Sul.BR101.197.1,Litoral Sul,197.1,BR101,-48.63811385,-27.51863172
Litoral Sul.BR101.197.2,Litoral Sul,197.2,BR101,-48.63831453,-27.5194537
Litoral Sul.BR101.197.3,Litoral Sul,197.3,BR101,-48.63758996,-27.52027147
Litoral Sul.BR101.197.4,Litoral Sul,197.4,BR101,-48.63738287,-27.52091966
Litoral Sul.BR101.197.5,Litoral Sul,197.5,BR101,-48.63709101,-27.52183319
Litoral Sul.BR101.197.6,Litoral Sul,197.6,BR101,-48.63679427,-27.52249205
Litoral Sul.BR101.197.7,Litoral Sul,197.7,BR101,-48.63633119,-27.52335847
Litoral Sul.BR101.197.8,Litoral Sul,197.8,BR101,-48.63593242,-27.52410457
Litoral Sul.BR101.197.9,Litoral Sul,197.9,BR101,-48.63546083,-27.5249869
Litoral Sul.BR101.198.0,Litoral Sul,198,BR101,-48.63507921,-27.52570093
Litoral Sul.BR101.198.1,Litoral Sul,198.1,BR101,-48.63454558,-27.52659548
Litoral Sul.BR101.198.2,Litoral Sul,198.2,BR101,-48.63411678,-27.52725824
Litoral Sul.BR101.198.3,Litoral Sul,198.3,BR101,-48.63358315,-27.52808303
Litoral Sul.BR101.198.4,Litoral Sul,198.4,BR101,-48.63319718,-27.52867961
Litoral Sul.BR101.198.5,Litoral Sul,198.5,BR101,-48.63266356,-27.5295044
Litoral Sul.BR101.198.6,Litoral Sul,198.6,BR101,-48.63200604,-27.53052067
Litoral Sul.BR101.198.7,Litoral Sul,198.7,BR101,-48.63171546,-27.53096982
Litoral Sul.BR101.198.8,Litoral Sul,198.8,BR101,-48.63128659,-27.53163269
Litoral Sul.BR101.198.9,Litoral Sul,198.9,BR101,-48.63081018,-27.53236905
Litoral Sul.BR101.199.0,Litoral Sul,199,BR101,-48.6303004,-27.53315698
Litoral Sul.BR101.199.1,Litoral Sul,199.1,BR101,-48.62965372,-27.53385336
Litoral Sul.BR101.199.2,Litoral Sul,199.2,BR101,-48.62898392,-27.5344339
Litoral Sul.BR101.199.3,Litoral Sul,199.3,BR101,-48.62820238,-27.53511129
Litoral Sul.BR101.199.4,Litoral Sul,199.4,BR101,-48.62736883,-27.53583376
Litoral Sul.BR101.199.5,Litoral Sul,199.5,BR101,-48.6266544,-27.53645297
Litoral Sul.BR101.199.6,Litoral Sul,199.6,BR101,-48.62642094,-27.53720198
Litoral Sul.BR101.199.7,Litoral Sul,199.7,BR101,-48.62566889,-27.53782266
Litoral Sul.BR101.199.8,Litoral Sul,199.8,BR101,-48.62494659,-27.53841877
Litoral Sul.BR101.199.9,Litoral Sul,199.9,BR101,-48.62375184,-27.53896873
Litoral Sul.BR101.200.0,Litoral Sul,200,BR101,-48.62302992,-27.53959444
Litoral Sul.BR101.200.1,Litoral Sul,200.1,BR101,-48.62242551,-27.5402759
Litoral Sul.BR101.200.2,Litoral Sul,200.2,BR101,-48.62197459,-27.54097267
Litoral Sul.BR101.200.3,Litoral Sul,200.3,BR101,-48.62147357,-27.54174686
Litoral Sul.BR101.200.4,Litoral Sul,200.4,BR101,-48.62106359,-27.54238038
Litoral Sul.BR101.200.5,Litoral Sul,200.5,BR101,-48.62054894,-27.54317562
Litoral Sul.BR101.200.6,Litoral Sul,200.6,BR101,-48.62065934,-27.54404622
Litoral Sul.BR101.200.7,Litoral Sul,200.7,BR101,-48.62008315,-27.54492475
Litoral Sul.BR101.200.8,Litoral Sul,200.8,BR101,-48.61990406,-27.54582169
Litoral Sul.BR101.200.9,Litoral Sul,200.9,BR101,-48.61972128,-27.54673712
Litoral Sul.BR101.201.0,Litoral Sul,201,BR101,-48.61954957,-27.54759709
Litoral Sul.BR101.201.1,Litoral Sul,201.1,BR101,-48.61941056,-27.54864279
Litoral Sul.BR101.201.2,Litoral Sul,201.2,BR101,-48.61935425,-27.5493463
Litoral Sul.BR101.201.3,Litoral Sul,201.3,BR101,-48.61928284,-27.55023858
Litoral Sul.BR101.201.4,Litoral Sul,201.4,BR101,-48.61921554,-27.5510794
Litoral Sul.BR101.201.5,Litoral Sul,201.5,BR101,-48.61914756,-27.55192874
Litoral Sul.BR101.201.6,Litoral Sul,201.6,BR101,-48.61907891,-27.55278659
Litoral Sul.BR101.201.7,Litoral Sul,201.7,BR101,-48.61948344,-27.55385366
Litoral Sul.BR101.201.8,Litoral Sul,201.8,BR101,-48.61894226,-27.5544939
Litoral Sul.BR101.201.9,Litoral Sul,201.9,BR101,-48.61886742,-27.55542899
Litoral Sul.BR101.202.0,Litoral Sul,202,BR101,-48.61880493,-27.55620973
Litoral Sul.BR101.202.1,Litoral Sul,202.1,BR101,-48.61854307,-27.55705917
Litoral Sul.BR101.202.2,Litoral Sul,202.2,BR101,-48.61811431,-27.55785146
Litoral Sul.BR101.202.3,Litoral Sul,202.3,BR101,-48.61764175,-27.55872468
Litoral Sul.BR101.202.4,Litoral Sul,202.4,BR101,-48.61770417,-27.55947051
Litoral Sul.BR101.202.5,Litoral Sul,202.5,BR101,-48.61725559,-27.56026789
Litoral Sul.BR101.202.6,Litoral Sul,202.6,BR101,-48.61682016,-27.56104189
Litoral Sul.BR101.202.7,Litoral Sul,202.7,BR101,-48.61637593,-27.56183151
Litoral Sul.BR101.202.8,Litoral Sul,202.8,BR101,-48.61594486,-27.56259775
Litoral Sul.BR101.202.9,Litoral Sul,202.9,BR101,-48.61548742,-27.56341088
Litoral Sul.BR101.203.0,Litoral Sul,203,BR101,-48.61506521,-27.56416137
Litoral Sul.BR101.203.1,Litoral Sul,203.1,BR101,-48.61479292,-27.56504526
Litoral Sul.BR101.203.2,Litoral Sul,203.2,BR101,-48.61469708,-27.56594757
Litoral Sul.BR101.203.3,Litoral Sul,203.3,BR101,-48.61459037,-27.56695222
Litoral Sul.BR101.203.4,Litoral Sul,203.4,BR101,-48.61449947,-27.56780811
Litoral Sul.BR101.203.5,Litoral Sul,203.5,BR101,-48.61438981,-27.56884058
Litoral Sul.BR101.203.6,Litoral Sul,203.6,BR101,-48.61430187,-27.56966851
Litoral Sul.BR101.203.7,Litoral Sul,203.7,BR101,-48.61420208,-27.57060801
Litoral Sul.BR101.203.8,Litoral Sul,203.8,BR101,-48.6136713,-27.57155752
Litoral Sul.BR101.203.9,Litoral Sul,203.9,BR101,-48.61400448,-27.57246841
Litoral Sul.BR101.204.0,Litoral Sul,204,BR101,-48.61347828,-27.57337977
Litoral Sul.BR101.204.1,Litoral Sul,204.1,BR101,-48.6138312,-27.57421102
Litoral Sul.BR101.204.2,Litoral Sul,204.2,BR101,-48.6137806,-27.57490325
Litoral Sul.BR101.204.3,Litoral Sul,204.3,BR101,-48.61336465,-27.57571279
Litoral Sul.BR101.204.4,Litoral Sul,204.4,BR101,-48.61367836,-27.57630181
Litoral Sul.BR101.204.5,Litoral Sul,204.5,BR101,-48.61362316,-27.57705689
Litoral Sul.BR101.204.6,Litoral Sul,204.6,BR101,-48.61378797,-27.57795562
Litoral Sul.BR101.204.7,Litoral Sul,204.7,BR101,-48.61413692,-27.57908892
Litoral Sul.BR101.204.8,Litoral Sul,204.8,BR101,-48.6144824,-27.58021097
Litoral Sul.BR101.204.9,Litoral Sul,204.9,BR101,-48.61479067,-27.58121215
Litoral Sul.BR101.205.0,Litoral Sul,205,BR101,-48.61512603,-27.5823013
Litoral Sul.BR101.205.1,Litoral Sul,205.1,BR101,-48.6154487,-27.58330136
Litoral Sul.BR101.205.2,Litoral Sul,205.2,BR101,-48.61574629,-27.58417487
Litoral Sul.BR101.205.3,Litoral Sul,205.3,BR101,-48.61605594,-27.58508378
Litoral Sul.BR101.205.4,Litoral Sul,205.4,BR101,-48.61634752,-27.58593965
Litoral Sul.BR101.205.5,Litoral Sul,205.5,BR101,-48.61667213,-27.58689246
Litoral Sul.BR101.205.6,Litoral Sul,205.6,BR101,-48.61694871,-27.5877043
Litoral Sul.BR101.205.7,Litoral Sul,205.7,BR101,-48.61726134,-27.58862197
Litoral Sul.BR101.205.8,Litoral Sul,205.8,BR101,-48.61755893,-27.58949548
Litoral Sul.BR101.205.9,Litoral Sul,205.9,BR101,-48.61788056,-27.59043953
Litoral Sul.BR101.206.0,Litoral Sul,206,BR101,-48.61815411,-27.59124249
Litoral Sul.BR101.206.1,Litoral Sul,206.1,BR101,-48.61843173,-27.59206637
Litoral Sul.BR101.206.2,Litoral Sul,206.2,BR101,-48.61868475,-27.59282652
Litoral Sul.BR101.206.3,Litoral Sul,206.3,BR101,-48.61894293,-27.59360215
Litoral Sul.BR101.206.4,Litoral Sul,206.4,BR101,-48.61919595,-27.59436231
Litoral Sul.BR101.206.5,Litoral Sul,206.5,BR101,-48.61946431,-27.59516851
Litoral Sul.BR101.206.6,Litoral Sul,206.6,BR101,-48.61970712,-27.59589797
Litoral Sul.BR101.206.7,Litoral Sul,206.7,BR101,-48.61997293,-27.59669656
Litoral Sul.BR101.206.8,Litoral Sul,206.8,BR101,-48.62050756,-27.59749444
Litoral Sul.BR101.206.9,Litoral Sul,206.9,BR101,-48.62135003,-27.59839278
Litoral Sul.BR101.207.0,Litoral Sul,207,BR101,-48.62217583,-27.59927334
Litoral Sul.BR101.207.1,Litoral Sul,207.1,BR101,-48.62286462,-27.59993078
Litoral Sul.BR101.207.2,Litoral Sul,207.2,BR101,-48.62339207,-27.60034368
Litoral Sul.BR101.207.3,Litoral Sul,207.3,BR101,-48.62395156,-27.60078165
Litoral Sul.BR101.207.4,Litoral Sul,207.4,BR101,-48.62475293,-27.60111702
Litoral Sul.BR101.207.5,Litoral Sul,207.5,BR101,-48.62605576,-27.60145963
Litoral Sul.BR101.207.6,Litoral Sul,207.6,BR101,-48.62699921,-27.60170774
Litoral Sul.BR101.207.7,Litoral Sul,207.7,BR101,-48.62815602,-27.60201196
Litoral Sul.BR101.207.8,Litoral Sul,207.8,BR101,-48.62924549,-27.60229846
Litoral Sul.BR101.207.9,Litoral Sul,207.9,BR101,-48.63051473,-27.60263225
Litoral Sul.BR101.208.0,Litoral Sul,208,BR101,-48.63153666,-27.602901
Litoral Sul.BR101.208.1,Litoral Sul,208.1,BR101,-48.63240139,-27.60337293
Litoral Sul.BR101.208.2,Litoral Sul,208.2,BR101,-48.63307701,-27.60402532
Litoral Sul.BR101.208.3,Litoral Sul,208.3,BR101,-48.63376637,-27.60469099
Litoral Sul.BR101.208.4,Litoral Sul,208.4,BR101,-48.63447604,-27.60537626
Litoral Sul.BR101.208.5,Litoral Sul,208.5,BR101,-48.63515166,-27.60602866
Litoral Sul.BR101.208.6,Litoral Sul,208.6,BR101,-48.63580687,-27.60666134
Litoral Sul.BR101.208.7,Litoral Sul,208.7,BR101,-48.63660536,-27.60743239
Litoral Sul.BR101.208.8,Litoral Sul,208.8,BR101,-48.63721954,-27.60802545
Litoral Sul.BR101.208.9,Litoral Sul,208.9,BR101,-48.63788829,-27.60867121
Litoral Sul.BR101.209.0,Litoral Sul,209,BR101,-48.63853662,-27.60929726
Litoral Sul.BR101.209.1,Litoral Sul,209.1,BR101,-48.63893877,-27.61022056
Litoral Sul.BR101.209.2,Litoral Sul,209.2,BR101,-48.63991409,-27.61065326
Litoral Sul.BR101.209.3,Litoral Sul,209.3,BR101,-48.64066021,-27.61139238
Litoral Sul.BR101.209.4,Litoral Sul,209.4,BR101,-48.64135109,-27.61207678
Litoral Sul.BR101.209.5,Litoral Sul,209.5,BR101,-48.64202806,-27.61274739
Litoral Sul.BR101.209.6,Litoral Sul,209.6,BR101,-48.64271199,-27.6134249
Litoral Sul.BR101.209.7,Litoral Sul,209.7,BR101,-48.64338211,-27.61408873
Litoral Sul.BR101.209.8,Litoral Sul,209.8,BR101,-48.64405918,-27.61475945
Litoral Sul.BR101.209.9,Litoral Sul,209.9,BR101,-48.64475692,-27.61545063
Litoral Sul.BR101.210.0,Litoral Sul,210,BR101,-48.64544084,-27.61612814
Litoral Sul.BR101.210.1,Litoral Sul,210.1,BR101,-48.64614678,-27.61682815
Litoral Sul.BR101.210.2,Litoral Sul,210.2,BR101,-48.6467876,-27.61746422
Litoral Sul.BR101.210.3,Litoral Sul,210.3,BR101,-48.64752194,-27.61819309
Litoral Sul.BR101.210.4,Litoral Sul,210.4,BR101,-48.6481762,-27.6188425
Litoral Sul.BR101.210.5,Litoral Sul,210.5,BR101,-48.64881041,-27.61947199
